Credit Memo Number,Customer ID,Ship To ID,Order Number,Customer PO Number,Credit Memo Date,Ship Date,Due Date,Reason Code
1153517,101025,220314,7372005,4179934,4/11/2014,2/25/2014,5/11/2014,701010
466511,101090,230872,7411003,4202043,4/11/2014,4/24/2014,5/7/2014,701010
955510,101090,230845,7426002,4210546,8/29/2013,8/23/2013,9/27/2013,701010
484532,101061,210076,7430001,4212818,7/20/2014,6/11/2014,8/15/2014,701001
717032,101098,220538,7436001,4216225,9/19/2014,11/5/2014,10/19/2014,701010
543038,101038,220390,7438009,4217359,8/4/2014,6/7/2014,9/5/2014,701011
1122018,101110,210133,7480006,4241163,4/29/2013,3/23/2013,5/31/2013,701010
645011,101082,220456,7483005,4242872,12/2/2014,10/4/2014,12/31/2014,701010
856536,101069,230674,7484008,4243435,3/24/2014,4/12/2014,4/18/2014,701010
267005,101073,230731,7498006,4251379,9/2/2014,9/8/2014,10/4/2014,701009
1083018,101004,220299,7499004,4251938,3/28/2013,4/12/2013,4/30/2013,701010
1396526,101034,230619,7502007,4253635,9/19/2014,8/31/2014,10/22/2014,701010
292519,101034,230622,7506009,4255904,2/27/2013,4/25/2013,3/27/2013,701001
42035,101096,220505,7510009,4258182,6/14/2014,7/30/2014,7/9/2014,701001
1356014,101162,210209,7543010,4276884,6/2/2014,5/9/2014,7/5/2014,701010
552023,101122,210151,7554003,4283128,3/25/2014,4/21/2014,4/22/2014,701008
724511,101004,220283,7579001,4297304,7/6/2014,5/16/2014,8/7/2014,701010
1315510,101004,220287,7595002,4306374,10/15/2013,12/6/2013,11/15/2013,701010
1341007,101033,220344,7599004,4308645,6/15/2014,6/25/2014,7/18/2014,701010
1294520,101085,230774,7608007,4313748,12/31/2014,12/4/2014,12/31/2014,701010
144022,101121,210148,7611002,4315440,12/11/2013,1/2/2014,1/14/2014,701004
621035,101085,230811,7612010,4316008,1/1/2014,11/25/2013,2/1/2014,701010
549010,101090,230864,7615008,4317714,3/18/2013,3/8/2013,4/12/2013,701007
1042526,101082,220456,7619001,4319985,10/10/2013,8/13/2013,11/7/2013,701010
834005,101096,220515,7629002,4325644,5/2/2013,4/24/2013,5/30/2013,701010
1035036,101090,230865,7630001,4326222,12/11/2013,1/30/2014,1/5/2014,701010
1414531,101035,220353,7643009,4333582,8/6/2014,6/9/2014,9/8/2014,701010
1098039,101074,210089,7646010,4335291,7/5/2013,7/2/2013,7/30/2013,701010
1330507,101069,230685,7649006,4336993,4/13/2013,2/13/2013,5/10/2013,701010
646538,101038,220384,7678005,4353439,9/16/2014,8/15/2014,10/16/2014,701010
36022,101090,230838,7688007,4359101,10/23/2013,12/10/2013,11/20/2013,701004
1395021,101042,210051,7711001,4372140,11/23/2014,11/9/2014,12/18/2014,701010
46501,101025,220312,7720004,4377244,5/20/2014,5/11/2014,6/20/2014,701004
1249528,101161,210208,7732003,4384052,4/9/2013,3/14/2013,5/4/2013,701010
690016,101085,230783,7756009,4397660,7/19/2013,9/10/2013,8/19/2013,701010
1273531,101118,210144,7760003,4399930,5/5/2014,5/30/2014,6/4/2014,701010
604504,101082,220456,7779004,4410705,8/25/2013,10/20/2013,9/27/2013,701006
226516,101076,210094,7786005,4414671,7/3/2013,6/20/2013,8/3/2013,701006
364536,101035,220362,7800009,4422609,11/13/2013,10/6/2013,12/13/2013,701004
384011,101033,220343,7808008,4427146,12/31/2014,12/14/2014,12/31/2014,701008
942034,101191,210250,7821006,4434519,12/8/2014,10/16/2014,12/31/2014,701010
142525,101004,220300,7824006,4436221,4/25/2014,5/11/2014,5/21/2014,701004
607524,101186,210242,7832007,4440748,11/3/2014,11/2/2014,12/6/2014,701002
265527,101085,230795,7846004,4448690,7/8/2013,5/22/2013,8/10/2013,701001
1429522,101069,230664,7873006,4464004,4/7/2014,5/15/2014,5/7/2014,701010
822008,101034,230612,7879006,4467404,3/22/2013,2/5/2013,4/20/2013,701010
334501,101085,230812,7887001,4471935,11/10/2014,12/5/2014,12/14/2014,701006
216009,101194,210254,7928004,4495181,8/19/2014,6/30/2014,9/22/2014,701006
39011,101065,220413,7936004,4499719,5/17/2014,4/26/2014,6/17/2014,701006
1171516,101065,220413,7948009,4506524,4/11/2013,5/2/2013,5/10/2013,701010
702031,101085,230800,7958004,4512192,5/4/2014,5/30/2014,5/29/2014,701010
1126530,101090,230815,7963006,4515030,5/11/2014,3/24/2014,6/12/2014,701010
169526,101031,230585,7966005,4516726,2/6/2014,4/3/2014,3/11/2014,701011
454511,101105,210127,7982008,4525805,11/14/2014,11/1/2014,12/12/2014,701002
1030537,101099,210117,8034009,4555283,9/25/2013,8/17/2013,10/20/2013,701010
961537,101069,230687,8055001,4567189,5/22/2013,5/15/2013,6/20/2013,701010
1174519,101186,210243,8065003,4572866,4/21/2013,5/5/2013,5/25/2013,701010
1194001,101090,230841,8074009,4577969,2/7/2014,4/2/2014,3/6/2014,701010
1044034,101090,230853,8077009,4579667,10/20/2014,9/24/2014,11/18/2014,701010
354035,101069,230657,8099004,4592139,3/1/2014,4/24/2014,3/28/2014,701005
1020019,101073,230753,8103009,4594411,9/27/2013,10/3/2013,10/29/2013,701010
129016,101090,230856,8104008,4594971,9/11/2014,9/18/2014,10/7/2014,701009
4507,101073,230731,8114002,4600650,3/15/2014,4/30/2014,4/14/2014,701011
1351507,101093,220494,8126001,4607454,6/19/2014,5/7/2014,7/16/2014,701010
1024533,101085,230764,8134008,4611981,8/18/2014,7/11/2014,9/15/2014,701010
453023,101093,220486,8136006,4613117,12/31/2014,11/28/2014,12/31/2014,701006
699027,101111,210135,8149002,4620489,7/9/2013,6/26/2013,8/3/2013,701010
1326019,101082,220459,8164009,4628999,11/16/2013,11/26/2013,12/18/2013,701010
910506,101034,230608,8185010,4640900,5/6/2014,7/4/2014,5/31/2014,701010
1387511,101090,230815,8197004,4647707,5/7/2014,4/12/2014,6/2/2014,701010
820532,101034,230631,8217008,4659049,9/5/2013,8/18/2013,10/3/2013,701010
1180528,101117,210143,8219005,4660175,2/16/2014,3/7/2014,3/21/2014,701010
1470018,101084,210103,8224004,4663018,4/25/2014,5/2/2014,5/26/2014,701010
16512,101122,210150,8241009,4672654,5/11/2014,5/4/2014,6/13/2014,701006
1413034,101021,210030,8245009,4674927,1/19/2014,2/22/2014,2/18/2014,701010
1105524,101073,230731,8256010,4681165,10/11/2014,10/4/2014,11/10/2014,701010
850533,101086,220478,8277010,4693060,2/10/2014,12/25/2013,3/14/2014,701010
430532,101069,230660,8288007,4699297,11/11/2014,11/30/2014,12/6/2014,701011
165040,101128,210160,8299010,4705535,12/31/2014,12/31/2014,12/31/2014,701006
1066527,101013,210017,8300002,4706104,2/13/2014,1/11/2014,3/18/2014,701010
885014,101024,210034,8314010,4714040,9/30/2013,11/27/2013,10/27/2013,701010
253507,101146,210187,8322006,4718582,10/9/2013,8/28/2013,11/12/2013,701008
1107005,101031,230556,8331001,4723682,11/3/2014,10/25/2014,12/5/2014,701010
342007,101073,230730,8341004,4729349,8/20/2014,7/21/2014,9/17/2014,701010
1432530,101086,220479,8360001,4740122,6/8/2013,7/10/2013,7/10/2013,701010
663020,101002,220267,8366007,4743534,9/26/2014,11/6/2014,10/25/2014,701010
1147514,101082,220461,8385005,4754306,1/3/2014,1/4/2014,2/6/2014,701010
7538,101090,230855,8387004,4755433,9/12/2014,10/18/2014,10/10/2014,701006
1111515,101034,230644,8408009,4767349,8/23/2013,8/4/2013,9/25/2013,701010
1314026,101085,230800,8421002,4774711,10/3/2014,10/16/2014,11/3/2014,701010
372034,101185,210240,8430004,4779819,10/13/2014,10/3/2014,11/16/2014,701007
210010,101090,230872,8441006,4786054,4/6/2014,4/8/2014,5/6/2014,701001
198009,101073,230705,8442003,4786620,11/4/2014,12/31/2014,12/4/2014,701004
205503,101090,230824,8444003,4787755,9/5/2013,7/30/2013,10/5/2013,701010
250531,101034,230636,8448010,4790024,8/30/2013,8/4/2013,9/30/2013,701008
1462512,101108,210131,8464008,4799100,7/31/2013,6/22/2013,8/30/2013,701010
993035,101069,230678,8471008,4803063,9/8/2014,10/9/2014,10/8/2014,701010
966025,101069,230694,8475001,4805335,6/15/2014,7/18/2014,7/10/2014,701010
729017,101168,210217,8477002,4806464,10/15/2014,11/1/2014,11/18/2014,701010
979533,101096,220518,8478007,4807034,2/19/2014,4/20/2014,3/22/2014,701010
67520,101031,230594,8482010,4809299,7/4/2013,5/10/2013,8/1/2013,701007
880505,101034,230626,8491004,4814404,6/13/2014,5/19/2014,7/9/2014,701010
94539,101031,230585,8495007,4816671,8/2/2013,7/2/2013,9/3/2013,701004
330004,101197,210258,8498009,4818379,5/9/2014,3/21/2014,6/12/2014,701003
1161026,101004,220293,8513006,4826876,1/16/2014,11/28/2013,2/14/2014,701010
1227023,101083,210102,8518008,4829708,8/24/2014,7/23/2014,9/18/2014,701010
1339528,101069,230703,8522006,4831982,3/24/2014,3/1/2014,4/20/2014,701010
559506,101038,220379,8541010,4842756,12/23/2014,11/22/2014,12/31/2014,701006
1050003,101085,230804,8544004,4844457,9/27/2014,9/11/2014,10/30/2014,701010
555007,101034,230605,8547010,4846156,4/7/2014,2/25/2014,5/3/2014,701008
1366530,101035,220356,8571002,4859767,8/24/2014,7/18/2014,9/18/2014,701010
355540,101082,220458,8583001,4866566,10/27/2014,11/17/2014,11/21/2014,701005
768015,101090,230831,8590010,4870532,10/30/2014,9/30/2014,11/25/2014,701010
759013,101031,230593,8616008,4885280,11/14/2013,9/23/2013,12/17/2013,701010
106515,101031,230560,8652009,4905692,8/3/2014,7/19/2014,9/5/2014,701001
168002,101093,220490,8676009,4919302,8/5/2014,7/7/2014,9/3/2014,701002
315009,101073,230751,8692005,4928370,12/10/2014,11/23/2014,12/31/2014,701009
231002,101034,230611,8727009,4948222,4/17/2014,3/6/2014,5/20/2014,701008
531022,101033,220350,8734003,4952185,10/10/2014,10/16/2014,11/8/2014,701007
538511,101034,230636,8740002,4955584,5/30/2013,6/2/2013,7/2/2013,701004
1408503,101064,210081,8763003,4968633,7/7/2013,7/17/2013,8/10/2013,701010
1440028,101004,220299,8775009,4975428,7/10/2013,5/22/2013,8/13/2013,701010
27001,101035,220360,8800004,4989606,5/21/2013,5/17/2013,6/21/2013,701008
568523,101035,220355,8807002,4993571,8/17/2013,7/1/2013,9/19/2013,701009
171032,101035,220355,8825010,5003786,1/16/2013,2/13/2013,2/10/2013,701010
747011,101069,230669,8843001,5013986,8/27/2014,10/24/2014,9/22/2014,701010
400539,101103,210124,8847008,5016259,5/4/2013,5/4/2013,6/6/2013,701008
412517,101124,210154,8853008,5019661,6/10/2013,6/2/2013,7/11/2013,701004
592522,101034,230614,8866004,5027034,3/6/2013,5/1/2013,4/2/2013,701008
583526,101075,210092,8869002,5028731,11/28/2014,10/28/2014,12/24/2014,701007
460507,101090,230825,8881010,5035540,3/20/2013,3/27/2013,4/18/2013,701004
748506,101065,220414,8887006,5038942,12/23/2012,2/17/2013,1/18/2013,701010
1176030,101069,230685,8903001,5048003,4/9/2014,4/10/2014,5/12/2014,701010
792029,101031,230563,8912007,5053107,8/17/2014,10/16/2014,9/12/2014,701010
1021516,101090,230829,8913001,5053674,4/14/2014,3/23/2014,5/10/2014,701010
696027,101002,220273,8917002,5055948,3/16/2013,3/23/2013,4/16/2013,701010
883504,101035,220363,8920010,5057652,11/1/2014,9/21/2014,12/5/2014,701010
1132530,101030,220329,8935010,5066158,3/29/2014,5/15/2014,4/27/2014,701010
742525,101065,220423,8937001,5067286,2/28/2014,2/21/2014,3/29/2014,701010
1230010,101009,210011,8939004,5068415,3/3/2013,4/16/2013,4/6/2013,701010
688531,101034,230626,8964008,5082589,3/4/2014,4/26/2014,3/30/2014,701010
591026,101031,230564,8968010,5084858,5/16/2014,4/23/2014,6/16/2014,701001
442502,101007,210008,8975002,5088836,9/21/2013,8/29/2013,10/16/2013,701009
1110015,101069,230673,8982010,5092804,10/11/2014,8/24/2014,11/6/2014,701010
1239008,101093,220496,8987002,5095631,11/3/2013,12/12/2013,12/4/2013,701010
658540,101073,230726,9000010,5103004,1/1/2014,11/21/2013,2/4/2014,701010
711005,101093,220494,9002004,5104143,7/14/2014,6/10/2014,8/11/2014,701010
546014,101033,220339,9003004,5104710,5/18/2014,4/17/2014,6/15/2014,701009
1284012,101024,210034,9004008,5105278,11/18/2014,9/23/2014,12/20/2014,701010
99030,101150,210192,9009006,5108114,4/28/2013,6/1/2013,5/31/2013,701003
151530,101198,210259,9012010,5109815,5/24/2013,6/16/2013,6/23/2013,701002
1165524,101092,210109,9021006,5114916,4/16/2013,4/23/2013,5/13/2013,701010
447022,101041,210048,9022009,5115486,8/3/2014,7/28/2014,8/29/2014,701009
1312515,101031,230584,9024004,5116610,5/15/2014,7/12/2014,6/10/2014,701010
963036,101197,210257,9064001,5139289,5/15/2013,5/5/2013,6/10/2013,701010
1443010,101082,220446,9079007,5147806,3/16/2014,3/3/2014,4/18/2014,701010
228033,101170,210221,9086005,5151774,10/21/2013,12/9/2013,11/17/2013,701001
166522,101090,230823,9104004,5161981,1/22/2014,2/4/2014,2/19/2014,701002
213032,101030,220325,9106007,5163105,9/2/2013,9/23/2013,10/1/2013,701007
1383024,101069,230670,9113009,5167081,4/5/2013,2/14/2013,5/8/2013,701010
1297540,101035,220368,9128003,5175585,11/18/2014,11/9/2014,12/20/2014,701010
795017,101062,210079,9137002,5180691,5/14/2014,5/7/2014,6/10/2014,701010
802503,101096,220516,9169006,5198836,6/5/2014,7/26/2014,7/7/2014,701010
1461037,101035,220367,9179006,5204499,10/31/2014,12/24/2014,12/1/2014,701010
855017,101070,220439,9186009,5208463,11/7/2014,9/28/2014,12/6/2014,701010
1104015,101004,220288,9210001,5222082,8/20/2013,6/28/2013,9/15/2013,701010
577522,101160,210206,9213005,5223781,2/15/2014,1/4/2014,3/14/2014,701007
444032,101065,220418,9223002,5229447,8/14/2014,10/1/2014,9/14/2014,701011
684021,101031,230585,9246009,5242493,2/8/2014,2/22/2014,3/13/2014,701010
639031,101002,220266,9258009,5249291,10/11/2013,11/26/2013,11/12/2013,701010
571503,101065,220421,9266009,5253823,9/21/2014,10/4/2014,10/25/2014,701001
1159521,101199,210262,9272007,5257228,3/5/2014,3/4/2014,4/8/2014,701010
936040,101085,230775,9322010,5285581,3/21/2013,4/29/2013,4/19/2013,701010
1329034,101169,210220,9332004,5291256,1/25/2014,2/4/2014,2/19/2014,701010
1434024,101090,230832,9337007,5294088,4/20/2014,5/1/2014,5/16/2014,701010
831037,101002,220265,9356010,5304864,6/19/2014,6/21/2014,7/19/2014,701010
1086030,101131,210164,9365007,5309967,7/6/2014,5/31/2014,8/3/2014,701010
544525,101100,210119,9372006,5313926,8/22/2013,7/31/2013,9/22/2013,701001
1437040,101061,210076,9398001,5328670,12/24/2014,12/7/2014,12/31/2014,701010
1051531,101085,230782,9424004,5343419,12/8/2013,12/13/2013,1/11/2014,701010
1321508,101069,230703,9427005,5345116,9/4/2014,9/21/2014,10/4/2014,701010
52515,101120,210147,9428007,5345677,3/16/2014,5/15/2014,4/18/2014,701001
139516,101030,220319,9429004,5346248,8/9/2013,9/18/2013,9/9/2013,701004
580529,101034,230615,9438007,5351348,7/27/2014,8/3/2014,8/30/2014,701011
841524,101033,220339,9441002,5353051,10/19/2013,11/10/2013,11/18/2013,701010
405016,101069,230703,9443002,5354184,2/13/2014,1/2/2014,3/11/2014,701006
1155001,101070,220439,9451010,5358720,10/28/2014,11/18/2014,12/1/2014,701010
540040,101090,230819,9468004,5368360,12/17/2013,12/23/2013,1/15/2014,701001
765009,101103,210124,9475003,5372327,10/8/2014,8/11/2014,11/8/2014,701010
474004,101030,220331,9498008,5385376,2/12/2014,1/28/2014,3/14/2014,701002
1228522,101122,210150,9531007,5404089,2/9/2014,1/11/2014,3/7/2014,701010
427525,101069,230685,9556006,5418264,7/22/2013,6/27/2013,8/23/2013,701009
219024,101069,230669,9558005,5419390,1/15/2014,1/22/2014,2/10/2014,701001
652525,101090,230865,9587002,5435834,9/1/2014,10/15/2014,9/27/2014,701010
1150502,101035,220352,9588003,5436407,12/9/2013,12/5/2013,1/6/2014,701010
771012,101085,230794,9591005,5438109,12/21/2014,12/31/2014,12/31/2014,701010
163522,101082,220453,9593002,5439233,8/12/2013,9/26/2013,9/13/2013,701006
547535,101096,220515,9625004,5457377,5/27/2013,7/23/2013,6/26/2013,701001
589527,101010,210013,9643002,5467594,11/8/2013,1/3/2014,12/9/2013,701005
1449036,101061,210077,9645010,5468724,10/18/2014,9/25/2014,11/13/2014,701010
277522,101093,220485,9648007,5470418,5/16/2014,4/28/2014,6/14/2014,701011
1420508,101031,230569,9653001,5473260,6/10/2013,4/28/2013,7/12/2013,701010
256505,101096,220502,9661010,5477793,8/27/2013,8/7/2013,9/26/2013,701008
750023,101171,210222,9670004,5482891,9/1/2014,9/8/2014,10/4/2014,701010
574530,101069,230692,9707009,5503872,10/4/2014,10/12/2014,10/29/2014,701005
370509,101004,220293,9709006,5505008,6/11/2014,7/31/2014,7/14/2014,701010
852037,101084,210103,9722007,5512378,5/18/2014,5/5/2014,6/15/2014,701010
1138517,101027,210037,9723001,5512953,10/22/2014,11/17/2014,11/20/2014,701010
1060520,101031,230542,9730006,5516921,8/26/2014,6/30/2014,9/21/2014,701010
1192521,101097,210115,9746005,5525984,5/2/2013,3/25/2013,6/1/2013,701010
363027,101030,220320,9772001,5540737,8/2/2013,9/16/2013,9/1/2013,701007
1282529,101031,230544,9774007,5541871,8/20/2013,8/10/2013,9/18/2013,701010
220532,101031,230582,9778004,5544131,5/8/2013,6/26/2013,6/7/2013,701009
1213515,101186,210242,9804004,5558877,6/8/2014,5/28/2014,7/4/2014,701010
1219527,101169,210220,9814004,5564549,6/29/2013,5/27/2013,7/25/2013,701010
481517,101125,210155,9816004,5565675,4/23/2013,5/19/2013,5/25/2013,701010
918016,101085,230799,9817003,5566242,12/7/2014,11/6/2014,12/31/2014,701010
1480526,101200,210264,9825001,5570783,9/27/2014,11/10/2014,10/29/2014,701010
634516,101080,210098,9830009,5573623,5/2/2013,4/19/2013,5/29/2013,701010
1266026,101004,220298,9831001,5574183,3/25/2013,2/28/2013,4/21/2013,701010
714007,101124,210154,9843001,5580988,6/12/2013,7/6/2013,7/8/2013,701010
375015,101082,220450,9845009,5582125,5/30/2013,7/9/2013,7/1/2013,701001
1053011,101097,210115,9847007,5583250,3/17/2014,2/10/2014,4/20/2014,701010
79531,101069,230654,9850004,5584961,12/18/2013,1/12/2014,1/16/2014,701005
1287014,101069,230663,9854009,5587220,12/29/2013,10/31/2013,1/30/2014,701010
37505,101031,230586,9862009,5591767,8/9/2013,8/4/2013,9/11/2013,701008
1224008,101035,220360,9873008,5598003,1/27/2014,1/6/2014,2/21/2014,701010
1276505,101038,220387,9886007,5605375,6/13/2014,5/19/2014,7/10/2014,701010
357010,101139,210177,9898007,5612175,8/2/2013,6/22/2013,9/5/2013,701003
1257025,101082,220447,9904003,5615571,10/12/2014,10/9/2014,11/15/2014,701010
975001,101034,230612,9922004,5625779,9/29/2014,8/17/2014,10/29/2014,701010
784507,101161,210207,9924003,5626916,11/28/2014,11/22/2014,12/28/2014,701010
1252527,101090,230826,9932009,5631448,4/21/2013,5/1/2013,5/24/2013,701010
556507,101120,210147,9947004,5639952,6/16/2014,4/29/2014,7/11/2014,701009
1342535,101002,220267,9957008,5645621,9/2/2014,9/26/2014,9/28/2014,701010
1062017,101085,230760,9959009,5646755,4/16/2014,3/20/2014,5/16/2014,701010
121520,101034,230629,9976003,5656393,12/21/2012,2/16/2013,1/21/2013,701001
396009,101073,230709,9977003,5656964,5/8/2014,4/12/2014,6/6/2014,701003
288035,101019,210028,9985008,5661502,1/2/2014,12/10/2013,1/31/2014,701011
349523,101182,210236,9986009,5662073,10/19/2013,11/30/2013,11/18/2013,701010
118525,101004,220284,9990006,5664332,8/26/2013,8/27/2013,9/23/2013,701005
