Invoice Number,Customer ID,Ship To ID,Salesperson ID,Order Number,Customer PO Number,Order Date,Requested Ship Date,Promised Ship Date,Actual Ship Date,Invoice Date,Invoice Discount %
952323,101096,220509,401027,3919009,2222077,12/10/2013,12/15/2013,1/2/2014,1/2/2014,1/2/2014,0
952574,101030,220326,401021,3920002,2222647,4/22/2013,5/18/2013,6/7/2013,6/7/2013,6/7/2013,0.15
952804,101035,220363,401063,3921003,2223209,7/15/2013,7/19/2013,8/14/2013,8/14/2013,8/14/2013,0
953057,101069,230680,401023,3922006,2223779,10/11/2014,10/11/2014,10/19/2014,10/19/2014,10/19/2014,0
953535,101082,220453,401030,3924005,2224910,1/9/2013,1/27/2013,3/4/2013,3/4/2013,3/4/2013,0
953793,101031,230550,401035,3925003,2225481,3/19/2013,4/11/2013,5/2/2013,5/2/2013,5/2/2013,0
954029,101112,210136,401046,3926009,2226052,9/26/2014,10/25/2014,12/1/2014,12/1/2014,12/1/2014,0
954265,101065,220420,401051,3927006,2226614,7/7/2013,7/8/2013,8/18/2013,8/18/2013,8/18/2013,0
954517,101142,210182,401019,3928008,2227185,7/30/2014,8/18/2014,9/3/2014,9/3/2014,9/3/2014,0
954761,101034,230634,401032,3929006,2227746,6/13/2013,6/15/2013,6/27/2013,7/2/2013,7/2/2013,0
954993,101140,210179,401019,3930007,2228311,9/14/2014,10/1/2014,10/20/2014,10/20/2014,10/20/2014,0
955245,101069,230697,401023,3931007,2228886,6/1/2013,6/25/2013,7/26/2013,7/26/2013,7/26/2013,0
955486,101069,230687,401023,3932004,2229447,5/10/2013,5/11/2013,6/4/2013,6/4/2013,6/4/2013,0
955735,101070,220430,401057,3933002,2230021,5/27/2013,5/30/2013,7/9/2013,7/9/2013,7/9/2013,0.15
955971,101090,230840,401059,3934003,2230584,2/11/2014,2/13/2014,3/21/2014,3/21/2014,3/21/2014,0
956218,101070,220433,401057,3935004,2231150,8/27/2013,9/11/2013,10/19/2013,10/19/2013,10/19/2013,0
956466,101002,220279,401036,3936007,2231717,4/20/2014,5/8/2014,6/4/2014,6/4/2014,6/4/2014,0
956951,101016,210023,401019,3938004,2232856,7/31/2013,8/5/2013,9/11/2013,9/11/2013,9/11/2013,0
957196,101065,220423,401051,3939003,2233416,1/12/2014,1/27/2014,3/11/2014,3/11/2014,3/11/2014,0
957667,101114,210139,401055,3941003,2234550,9/6/2014,9/17/2014,10/15/2014,10/15/2014,10/15/2014,0
957925,101065,220427,401051,3942002,2235120,2/15/2013,2/18/2013,3/25/2013,3/25/2013,3/25/2013,0
958405,101090,230844,401059,3944007,2236257,6/6/2013,6/15/2013,7/6/2013,7/8/2013,7/8/2013,0.15
958650,101069,230693,401023,3945006,2236822,8/31/2014,9/15/2014,10/29/2014,10/29/2014,10/29/2014,0
958898,101073,230740,401020,3946004,2237383,10/9/2013,10/21/2013,11/10/2013,11/10/2013,11/10/2013,0
959139,101124,210153,401019,3947004,2237959,9/11/2014,9/19/2014,10/21/2014,10/21/2014,10/21/2014,0.15
959367,101034,230625,401032,3948002,2238524,3/25/2013,4/16/2013,4/23/2013,4/23/2013,4/23/2013,0.15
959625,101085,230762,401044,3949004,2239088,5/13/2014,6/9/2014,6/18/2014,6/18/2014,6/18/2014,0.06
959852,101197,210257,401022,3950001,2239656,12/29/2012,1/25/2013,2/19/2013,2/19/2013,2/19/2013,0.15
960105,101034,230603,401032,3951006,2240221,10/26/2013,11/15/2013,12/16/2013,12/16/2013,12/16/2013,0
960352,101002,220266,401036,3952008,2240795,12/22/2013,1/5/2014,1/29/2014,2/3/2014,2/3/2014,0
960586,101199,210262,401049,3953002,2241364,5/25/2014,5/27/2014,6/29/2014,6/29/2014,6/29/2014,0
960834,101070,220441,401057,3954009,2241927,5/13/2014,5/13/2014,5/13/2014,5/13/2014,5/13/2014,0
961067,101093,220500,401045,3955005,2242488,1/17/2014,2/12/2014,2/12/2014,2/12/2014,2/12/2014,0
961315,101085,230758,401044,3956010,2243063,9/25/2014,10/24/2014,11/21/2014,11/21/2014,11/21/2014,0
961558,101031,230548,401035,3957006,2243626,8/2/2014,8/21/2014,8/27/2014,8/27/2014,8/27/2014,0
961814,101031,230563,401035,3958005,2244194,9/5/2014,9/9/2014,9/20/2014,9/20/2014,9/20/2014,0.11
962050,101034,230609,401032,3959010,2244762,6/7/2013,7/3/2013,7/18/2013,7/18/2013,7/18/2013,0
962543,101086,220482,401021,3961003,2245888,8/1/2014,8/11/2014,9/18/2014,9/18/2014,9/18/2014,0
962772,101129,210161,401028,3962003,2246463,2/6/2014,3/2/2014,3/11/2014,3/11/2014,3/11/2014,0
963014,101034,230610,401032,3963001,2247033,12/7/2013,12/24/2013,12/24/2013,12/24/2013,12/24/2013,0
963257,101085,230765,401044,3964009,2247596,9/5/2013,9/8/2013,10/12/2013,10/12/2013,10/12/2013,0
963989,101073,230705,401020,3967004,2249292,11/6/2014,11/24/2014,12/30/2014,12/30/2014,12/30/2014,0
964238,101030,220332,401021,3968005,2249864,11/15/2013,12/1/2013,1/6/2014,1/6/2014,1/6/2014,0
964479,101034,230634,401032,3969002,2250426,3/29/2013,4/2/2013,4/30/2013,4/30/2013,4/30/2013,0
964730,101133,210167,401028,3970010,2250995,9/25/2013,9/30/2013,10/31/2013,10/31/2013,10/31/2013,0.01
965198,101035,220366,401063,3972001,2252132,1/26/2013,2/10/2013,2/12/2013,2/12/2013,2/12/2013,0.15
965457,101070,220438,401057,3973003,2252703,11/27/2013,12/15/2013,12/27/2013,12/27/2013,12/27/2013,0
965697,101163,210211,401058,3974003,2253267,1/25/2013,2/3/2013,2/20/2013,2/20/2013,2/20/2013,0
966430,101093,220484,401045,3977009,2254968,1/30/2014,1/30/2014,2/24/2014,2/24/2014,2/24/2014,0
966672,101069,230698,401023,3978007,2255531,7/30/2014,8/13/2014,8/16/2014,8/20/2014,8/20/2014,0
967158,101090,230840,401059,3980009,2256662,5/31/2014,6/20/2014,7/24/2014,7/24/2014,7/27/2014,0.15
967400,101070,220437,401057,3981006,2257230,2/21/2014,3/13/2014,3/13/2014,3/13/2014,3/16/2014,0
967631,101016,210023,401019,3982003,2257795,1/9/2013,1/27/2013,2/17/2013,2/17/2013,2/17/2013,0
968127,101090,230853,401059,3984005,2258935,7/23/2013,8/16/2013,9/12/2013,9/15/2013,9/15/2013,0
968375,101073,230718,401020,3985001,2259501,11/11/2013,11/28/2013,1/5/2014,1/5/2014,1/5/2014,0
968602,101090,230822,401059,3986001,2260063,7/17/2014,8/8/2014,8/29/2014,8/29/2014,8/29/2014,0
968845,101070,220433,401057,3987005,2260638,5/14/2014,5/28/2014,6/22/2014,6/22/2014,6/22/2014,0
969342,101199,210261,401049,3989003,2261776,4/8/2013,4/18/2013,6/1/2013,6/1/2013,6/1/2013,0
969575,101034,230635,401032,3990001,2262335,5/20/2014,5/22/2014,5/23/2014,5/23/2014,5/25/2014,0
970300,101085,230763,401044,3993003,2264042,11/28/2014,12/14/2014,12/19/2014,12/19/2014,12/19/2014,0
970547,101069,230686,401023,3994005,2264606,4/6/2014,4/12/2014,4/30/2014,4/30/2014,4/30/2014,0
970802,101090,230821,401059,3995006,2265171,2/23/2014,2/27/2014,4/11/2014,4/11/2014,4/15/2014,0.15
971035,101090,230832,401059,3996002,2265745,4/23/2013,5/9/2013,6/22/2013,6/22/2013,6/22/2013,0
971291,101090,230875,401059,3997001,2266306,12/18/2012,1/6/2013,1/29/2013,1/29/2013,1/29/2013,0
971522,101034,230633,401032,3998008,2266876,11/30/2013,12/19/2013,1/7/2014,1/7/2014,1/7/2014,0.03
971758,101090,230839,401059,3999006,2267435,9/2/2013,9/30/2013,11/3/2013,11/3/2013,11/3/2013,0.15
972020,101090,230874,401059,4000002,2268003,4/19/2013,4/20/2013,5/31/2013,5/31/2013,5/31/2013,0
972497,101073,230751,401020,4002004,2269142,7/4/2013,7/12/2013,7/24/2013,7/24/2013,7/24/2013,0
972734,101085,230779,401044,4003002,2269704,2/28/2013,3/9/2013,4/3/2013,4/3/2013,4/3/2013,0
973220,101093,220494,401045,4005005,2270836,4/17/2013,4/17/2013,4/19/2013,4/19/2013,4/19/2013,0
973471,101073,230716,401020,4006006,2271412,3/30/2013,4/3/2013,4/27/2013,4/27/2013,4/27/2013,0
973715,101045,210054,401004,4007001,2271982,2/13/2014,3/6/2014,3/27/2014,3/27/2014,3/27/2014,0
974200,101085,230787,401044,4009002,2273110,7/16/2014,8/7/2014,9/19/2014,9/19/2014,9/19/2014,0
974444,101069,230695,401023,4010003,2273674,11/27/2013,12/4/2013,12/16/2013,12/16/2013,12/16/2013,0
974690,101085,230763,401044,4011007,2274248,9/24/2014,10/5/2014,10/10/2014,10/10/2014,10/10/2014,0.15
974929,101090,230824,401059,4012007,2274813,8/8/2014,9/5/2014,9/9/2014,9/9/2014,9/9/2014,0
975412,101069,230689,401023,4014008,2275948,3/9/2013,3/19/2013,4/29/2013,4/29/2013,4/29/2013,0.15
975656,101086,220474,401021,4015008,2276508,5/20/2014,6/12/2014,6/13/2014,6/13/2014,6/13/2014,0
975903,101070,220432,401057,4016010,2277077,9/15/2013,9/28/2013,11/4/2013,11/4/2013,11/4/2013,0
976139,101069,230695,401023,4017001,2277642,5/26/2013,6/15/2013,6/29/2013,6/29/2013,6/29/2013,0
976386,101033,220345,401021,4018003,2278216,12/18/2012,1/10/2013,2/3/2013,2/3/2013,2/3/2013,0.01
976626,101069,230650,401023,4019004,2278779,1/12/2013,2/10/2013,3/17/2013,3/17/2013,3/17/2013,0
976870,101034,230642,401032,4020001,2279345,5/3/2013,5/13/2013,6/14/2013,6/14/2013,6/14/2013,0.15
977114,101033,220338,401021,4021004,2279912,7/20/2014,8/12/2014,8/21/2014,8/21/2014,8/21/2014,0
977354,101053,210065,401031,4022003,2280487,2/27/2014,3/9/2014,4/18/2014,4/18/2014,4/20/2014,0
977591,101070,220432,401057,4023007,2281046,9/30/2014,10/18/2014,11/13/2014,11/13/2014,11/13/2014,0
977833,101069,230657,401023,4024003,2281612,7/2/2013,7/8/2013,7/20/2013,7/20/2013,7/20/2013,0
978078,101044,220392,401051,4025006,2282184,6/13/2014,7/1/2014,7/24/2014,7/24/2014,7/24/2014,0.06
978320,101073,230706,401020,4026009,2282746,5/27/2014,6/21/2014,6/21/2014,6/21/2014,6/24/2014,0
978568,101096,220508,401027,4027002,2283314,11/15/2013,11/27/2013,1/8/2014,1/8/2014,1/8/2014,0
978817,101192,210251,401031,4028008,2283884,8/20/2013,9/12/2013,10/4/2013,10/4/2013,10/7/2013,0
979052,101070,220436,401057,4029006,2284444,2/18/2013,2/26/2013,3/28/2013,3/28/2013,3/28/2013,0
979551,101085,230767,401044,4031004,2285586,11/24/2013,12/23/2013,1/20/2014,1/20/2014,1/20/2014,0
979787,101152,210195,401034,4032008,2286145,1/14/2013,1/25/2013,3/5/2013,3/5/2013,3/5/2013,0.15
980030,101096,220502,401027,4033010,2286723,4/18/2013,4/28/2013,6/9/2013,6/9/2013,6/9/2013,0
980263,101044,220393,401051,4034009,2287288,7/6/2014,7/13/2014,7/30/2014,7/30/2014,7/30/2014,0
980508,101089,210107,401052,4035003,2287846,8/3/2013,8/21/2013,9/11/2013,9/11/2013,9/13/2013,0.15
981011,101085,230806,401044,4037005,2288985,9/19/2013,10/12/2013,10/22/2013,10/22/2013,10/22/2013,0
981236,101109,210132,401022,4038005,2289553,8/25/2013,9/9/2013,9/30/2013,9/30/2013,10/2/2013,0
981495,101090,230839,401059,4039009,2290117,7/18/2014,7/25/2014,8/23/2014,8/23/2014,8/23/2014,0
981737,101116,210142,401028,4040005,2290682,10/31/2014,11/16/2014,12/17/2014,12/17/2014,12/17/2014,0.15
981972,101038,220380,401048,4041010,2291254,11/7/2014,11/28/2014,12/17/2014,12/17/2014,12/17/2014,0
982467,101035,220361,401063,4043001,2292394,7/1/2014,7/6/2014,7/6/2014,7/6/2014,7/6/2014,0
982708,101081,210100,401061,4044003,2292950,2/5/2014,2/5/2014,3/8/2014,3/8/2014,3/8/2014,0
982943,101070,220444,401057,4045003,2293524,12/20/2013,1/6/2014,1/27/2014,1/27/2014,1/27/2014,0.15
983194,101090,230839,401059,4046003,2294095,2/14/2014,2/16/2014,3/14/2014,3/14/2014,3/14/2014,0.15
983425,101085,230769,401044,4047008,2294661,12/1/2013,12/30/2013,1/27/2014,1/27/2014,1/27/2014,0
983668,101124,210153,401019,4048001,2295228,7/14/2014,7/27/2014,8/17/2014,8/17/2014,8/17/2014,0.15
984161,101090,230833,401059,4050006,2296352,10/3/2014,10/31/2014,11/13/2014,11/13/2014,11/13/2014,0
984399,101176,210229,401019,4051001,2296919,12/10/2013,12/19/2013,1/18/2014,1/18/2014,1/18/2014,0
985380,101031,230573,401035,4055007,2299196,1/26/2013,2/14/2013,3/28/2013,3/28/2013,3/28/2013,0.15
985610,101066,210083,401049,4056005,2299763,6/9/2013,6/25/2013,7/6/2013,7/6/2013,7/6/2013,0
986112,101040,210047,401019,4058003,2300897,10/26/2014,11/12/2014,12/3/2014,12/3/2014,12/3/2014,0
986343,101163,210211,401058,4059005,2301462,5/22/2013,6/2/2013,7/4/2013,7/4/2013,7/4/2013,0
986590,101073,230737,401020,4060005,2302021,2/8/2013,2/11/2013,3/10/2013,3/10/2013,3/12/2013,0
986827,101031,230557,401035,4061010,2302594,6/14/2014,6/23/2014,7/11/2014,7/11/2014,7/11/2014,0.15
987076,101066,210083,401049,4062008,2303155,12/10/2012,1/1/2013,2/10/2013,2/10/2013,2/10/2013,0
987564,101085,230788,401044,4064010,2304289,6/10/2013,6/26/2013,6/30/2013,6/30/2013,6/30/2013,0
988047,101070,220439,401057,4066008,2305423,8/30/2014,9/8/2014,10/15/2014,10/24/2014,10/24/2014,0.15
988297,101028,210039,401049,4067005,2305999,4/7/2014,4/15/2014,5/11/2014,5/11/2014,5/11/2014,0.15
988534,101044,220392,401051,4068002,2306558,11/2/2014,11/24/2014,12/31/2014,12/31/2014,12/31/2014,0.15
988779,101009,210011,401004,4069003,2307127,4/28/2013,5/18/2013,6/16/2013,6/16/2013,6/16/2013,0
989022,101031,230577,401035,4070010,2307703,6/11/2013,7/7/2013,8/12/2013,8/12/2013,8/12/2013,0
989994,101035,220368,401063,4074009,2309959,10/1/2014,10/14/2014,11/27/2014,11/27/2014,12/1/2014,0
990235,101126,210156,401004,4075008,2310529,1/29/2014,2/7/2014,3/4/2014,3/4/2014,3/4/2014,0.15
990477,101073,230720,401020,4076001,2311104,4/1/2014,4/14/2014,4/25/2014,4/25/2014,4/28/2014,0.15
990964,101069,230647,401023,4078005,2312233,12/24/2012,1/12/2013,2/4/2013,2/4/2013,2/4/2013,0
991210,101085,230790,401044,4079007,2312795,6/7/2013,6/29/2013,7/10/2013,7/10/2013,7/10/2013,0
991447,101090,230817,401059,4080004,2313368,7/4/2014,8/1/2014,9/2/2014,9/2/2014,9/2/2014,0
991690,101073,230720,401020,4081010,2313929,4/17/2013,4/17/2013,5/22/2013,5/22/2013,5/22/2013,0
991931,101034,230642,401032,4082004,2314496,10/19/2013,11/8/2013,12/15/2013,12/15/2013,12/15/2013,0
992171,101031,230590,401035,4083008,2315063,3/4/2013,3/25/2013,4/27/2013,4/27/2013,4/27/2013,0
992420,101093,220486,401045,4084004,2315641,3/15/2013,3/19/2013,4/4/2013,4/4/2013,4/5/2013,0
992656,101174,210226,401049,4085002,2316198,1/4/2013,1/12/2013,2/6/2013,2/6/2013,2/6/2013,0
992899,101070,220435,401057,4086006,2316774,6/6/2013,6/25/2013,8/2/2013,8/2/2013,8/2/2013,0.15
993159,101069,230660,401023,4087003,2317332,1/3/2013,1/7/2013,1/28/2013,1/28/2013,1/28/2013,0.15
993399,101031,230542,401035,4088007,2317900,7/21/2014,7/27/2014,8/21/2014,8/21/2014,8/21/2014,0
994120,101073,230750,401020,4091004,2319607,9/30/2014,10/22/2014,11/2/2014,11/2/2014,11/3/2014,0
994371,101073,230736,401020,4092003,2320168,5/6/2013,5/30/2013,7/1/2013,7/1/2013,7/2/2013,0
994605,101093,220499,401045,4093006,2320734,1/6/2014,1/24/2014,2/20/2014,2/20/2014,2/21/2014,0.15
994844,101002,220276,401036,4094004,2321302,8/26/2013,9/12/2013,9/14/2013,9/14/2013,9/14/2013,0
995338,101073,230735,401020,4096006,2322435,12/7/2013,12/22/2013,12/27/2013,12/27/2013,12/29/2013,0
995574,101062,210078,401019,4097004,2323001,6/10/2014,6/10/2014,6/12/2014,6/12/2014,6/12/2014,0
995820,101030,220326,401021,4098004,2323572,11/9/2013,11/24/2013,12/29/2013,12/29/2013,12/29/2013,0
996310,101096,220515,401027,4100002,2324706,11/8/2013,11/21/2013,1/2/2014,1/3/2014,1/3/2014,0
996547,101199,210261,401049,4101003,2325274,7/26/2014,8/2/2014,8/15/2014,8/15/2014,8/15/2014,0
996795,101004,220291,401030,4102007,2325837,5/2/2014,5/17/2014,5/18/2014,5/18/2014,5/18/2014,0
997030,101069,230658,401023,4103007,2326407,8/27/2014,9/2/2014,9/12/2014,9/12/2014,9/12/2014,0.15
997280,101034,230603,401032,4104009,2326975,6/3/2013,6/9/2013,6/22/2013,6/22/2013,6/22/2013,0.15
997523,101086,220467,401021,4105005,2327542,10/6/2014,10/28/2014,11/10/2014,11/10/2014,11/10/2014,0
997778,101074,210089,401052,4106004,2328103,11/11/2014,12/1/2014,12/31/2014,12/31/2014,12/31/2014,0.15
998007,101004,220298,401030,4107001,2328676,11/23/2013,11/25/2013,12/24/2013,12/24/2013,12/24/2013,0
998257,101033,220342,401021,4108001,2329247,2/17/2013,3/1/2013,3/10/2013,3/10/2013,3/10/2013,0
998497,101073,230745,401020,4109007,2329804,2/24/2013,3/25/2013,4/14/2013,4/14/2013,4/14/2013,0
998739,101034,230637,401032,4110007,2330382,6/22/2014,6/24/2014,8/5/2014,8/5/2014,8/5/2014,0
998975,101069,230700,401023,4111006,2330938,9/6/2013,10/5/2013,10/21/2013,10/21/2013,10/21/2013,0
999223,101069,230680,401023,4112008,2331514,8/10/2013,8/18/2013,9/27/2013,9/27/2013,9/27/2013,0
999718,101198,210259,401007,4114007,2332642,9/9/2014,9/17/2014,9/19/2014,9/19/2014,9/19/2014,0
999964,101002,220269,401036,4115009,2333214,6/9/2014,6/26/2014,7/22/2014,7/22/2014,7/22/2014,0
1000438,101189,210246,401019,4117006,2334346,9/10/2013,9/14/2013,10/15/2013,10/15/2013,10/15/2013,0
1000684,101098,220523,401057,4118006,2334909,9/18/2014,10/10/2014,10/11/2014,10/11/2014,10/11/2014,0
1000936,101035,220358,401063,4119003,2335478,1/5/2013,1/16/2013,2/12/2013,2/12/2013,2/12/2013,0
1001172,101086,220477,401021,4120002,2336046,8/13/2013,8/14/2013,9/2/2013,9/2/2013,9/2/2013,0
1001415,101102,210123,401028,4121004,2336610,6/13/2013,6/29/2013,7/6/2013,7/6/2013,7/6/2013,0.03
1001906,101031,230593,401035,4123010,2337752,5/30/2013,6/26/2013,7/9/2013,7/9/2013,7/9/2013,0.15
1002140,101022,210032,401055,4124006,2338316,3/31/2013,4/28/2013,5/22/2013,5/22/2013,5/22/2013,0
1002383,101129,210161,401028,4125001,2338876,12/17/2013,12/27/2013,1/5/2014,1/5/2014,1/5/2014,0
1002636,101114,210139,401055,4126008,2339453,8/7/2014,8/13/2014,9/19/2014,9/19/2014,9/19/2014,0
1002880,101093,220492,401045,4127002,2340021,10/13/2014,10/27/2014,11/27/2014,11/27/2014,11/27/2014,0
1003105,101096,220503,401027,4128004,2340589,5/27/2014,6/7/2014,6/9/2014,6/9/2014,6/9/2014,0
1003354,101069,230693,401023,4129002,2341144,12/27/2012,1/20/2013,2/1/2013,2/1/2013,2/3/2013,0
1003598,101191,210250,401046,4130007,2341715,9/18/2014,10/5/2014,10/23/2014,10/23/2014,10/23/2014,0
1003836,101030,220328,401021,4131004,2342289,12/4/2012,1/1/2013,1/1/2013,1/1/2013,1/1/2013,0
1004092,101138,210176,401004,4132009,2342845,5/30/2013,6/6/2013,6/24/2013,6/24/2013,6/24/2013,0
1004335,101080,210098,401007,4133009,2343415,9/29/2014,10/21/2014,10/22/2014,10/22/2014,10/22/2014,0
1004582,101092,210109,401049,4134007,2343987,7/8/2013,8/1/2013,8/26/2013,8/26/2013,8/26/2013,0
1004819,101143,210183,401022,4135006,2344548,9/4/2014,9/4/2014,9/11/2014,9/11/2014,9/11/2014,0
1005059,101127,210159,401019,4136003,2345115,7/18/2014,8/3/2014,8/31/2014,8/31/2014,8/31/2014,0
1005295,101038,220388,401048,4137002,2345680,5/25/2014,6/2/2014,7/14/2014,7/14/2014,7/16/2014,0
1005549,101133,210167,401028,4138008,2346252,6/3/2013,6/23/2013,7/28/2013,7/28/2013,7/28/2013,0
1006023,101002,220278,401036,4140006,2347386,2/19/2013,3/18/2013,4/20/2013,4/20/2013,4/20/2013,0
1006280,101108,210130,401058,4141007,2347951,2/7/2014,2/12/2014,2/18/2014,2/18/2014,2/18/2014,0
1006519,101085,230788,401044,4142002,2348523,3/18/2013,3/18/2013,4/29/2013,4/29/2013,4/29/2013,0
1006754,101163,210210,401058,4143009,2349090,7/13/2013,7/26/2013,8/18/2013,8/18/2013,8/18/2013,0
1007001,101096,220506,401027,4144007,2349655,3/19/2014,4/4/2014,5/8/2014,5/8/2014,5/8/2014,0
1007244,101085,230807,401044,4145002,2350216,6/17/2013,7/7/2013,7/11/2013,7/11/2013,7/11/2013,0
1007965,101069,230662,401023,4148005,2351919,1/10/2013,1/18/2013,2/26/2013,2/26/2013,2/26/2013,0
1008454,101069,230659,401023,4150008,2353052,6/27/2013,6/27/2013,6/29/2013,6/29/2013,6/29/2013,0.15
1008699,101031,230562,401035,4151003,2353624,1/13/2014,2/1/2014,2/2/2014,2/2/2014,2/2/2014,0.15
1008944,101033,220339,401021,4152006,2354197,3/9/2013,4/4/2013,4/12/2013,4/12/2013,4/12/2013,0.15
1009197,101096,220513,401027,4153004,2354760,9/27/2014,10/19/2014,12/2/2014,12/2/2014,12/2/2014,0
1009672,101010,210012,401004,4155004,2355889,5/7/2014,6/3/2014,7/3/2014,7/12/2014,7/12/2014,0.15
1009909,101069,230675,401023,4156008,2356454,6/12/2013,7/7/2013,8/7/2013,8/7/2013,8/7/2013,0.15
1010169,101166,210215,401019,4157007,2357022,4/6/2013,4/26/2013,6/3/2013,6/12/2013,6/12/2013,0
1010397,101073,230742,401020,4158002,2357594,3/3/2013,3/23/2013,4/3/2013,4/3/2013,4/3/2013,0
1010650,101096,220509,401027,4159004,2358164,12/13/2013,12/16/2013,1/9/2014,1/9/2014,1/9/2014,0
1011135,101186,210243,401034,4161003,2359293,4/9/2014,5/4/2014,5/8/2014,5/8/2014,5/8/2014,0
1011378,101069,230677,401023,4162001,2359857,10/25/2014,11/12/2014,12/21/2014,12/21/2014,12/21/2014,0.05
1011625,101098,220530,401057,4163006,2360427,10/25/2014,11/1/2014,12/11/2014,12/11/2014,12/11/2014,0
1011853,101093,220491,401045,4164005,2361000,12/30/2013,1/1/2014,1/17/2014,1/17/2014,1/17/2014,0
1012103,101038,220390,401048,4165007,2361558,11/4/2014,11/19/2014,12/1/2014,12/1/2014,12/1/2014,0
1012356,101046,210055,401004,4166010,2362123,10/13/2013,10/18/2013,12/1/2013,12/1/2013,12/1/2013,0
1012590,101085,230770,401044,4167002,2362700,8/13/2013,8/13/2013,8/24/2013,8/24/2013,8/24/2013,0.15
1012841,101093,220487,401045,4168005,2363262,5/1/2014,5/2/2014,6/1/2014,6/1/2014,6/1/2014,0
1013077,101127,210159,401019,4169009,2363825,6/3/2013,6/10/2013,6/26/2013,6/26/2013,6/26/2013,0
1013326,101092,210110,401049,4170005,2364403,10/6/2014,10/28/2014,12/9/2014,12/9/2014,12/9/2014,0
1013554,101085,230791,401044,4171003,2364967,2/5/2014,3/1/2014,3/9/2014,3/9/2014,3/9/2014,0
1013814,101031,230581,401035,4172002,2365530,2/16/2013,3/16/2013,4/19/2013,4/19/2013,4/19/2013,0
1014301,101065,220419,401051,4174008,2366666,5/9/2014,5/10/2014,6/10/2014,6/10/2014,6/10/2014,0
1015025,101025,220307,401003,4177008,2368371,4/8/2014,4/15/2014,5/21/2014,5/21/2014,5/21/2014,0
1015266,101069,230693,401023,4178009,2368933,3/7/2014,3/15/2014,4/6/2014,4/6/2014,4/6/2014,0.15
1015505,101002,220271,401036,4179006,2369496,6/20/2014,6/21/2014,6/25/2014,6/25/2014,6/25/2014,0.15
1015757,101035,220361,401063,4180009,2370069,2/21/2013,3/18/2013,4/23/2013,4/23/2013,4/23/2013,0.08
1015996,101108,210130,401058,4181008,2370637,2/23/2013,3/24/2013,5/7/2013,5/7/2013,5/7/2013,0
1016242,101090,230831,401059,4182001,2371196,10/12/2013,10/19/2013,10/21/2013,10/21/2013,10/21/2013,0
1016471,101030,220324,401021,4183008,2371772,9/2/2013,9/27/2013,10/30/2013,10/30/2013,10/30/2013,0.15
1016714,101069,230664,401023,4184002,2372336,5/13/2014,5/26/2014,6/27/2014,6/27/2014,6/27/2014,0
1016957,101069,230683,401023,4185007,2372905,6/6/2014,7/3/2014,8/9/2014,8/9/2014,8/9/2014,0.15
1017214,101090,230844,401059,4186004,2373472,3/14/2013,3/27/2013,4/11/2013,4/11/2013,4/12/2013,0.15
1017929,101090,230844,401059,4189001,2375174,8/5/2014,8/29/2014,9/30/2014,9/30/2014,9/30/2014,0
1018177,101117,210143,401055,4190010,2375732,3/1/2014,3/3/2014,3/11/2014,3/11/2014,3/11/2014,0.15
1018428,101073,230739,401020,4191006,2376308,7/8/2013,7/10/2013,7/29/2013,7/29/2013,7/29/2013,0
1018666,101073,230715,401020,4192001,2376874,10/20/2013,11/6/2013,12/16/2013,12/16/2013,12/16/2013,0
1018911,101073,230733,401020,4193007,2377433,8/16/2014,8/21/2014,9/9/2014,9/9/2014,9/9/2014,0
1019157,101030,220324,401021,4194006,2378002,9/11/2014,10/4/2014,10/15/2014,10/15/2014,10/15/2014,0.15
1019394,101031,230548,401035,4195004,2378567,4/1/2014,4/19/2014,4/20/2014,4/20/2014,4/20/2014,0.15
1019644,101028,210039,401049,4196007,2379145,6/13/2013,7/9/2013,7/22/2013,7/22/2013,7/22/2013,0
1019873,101002,220267,401036,4197001,2379712,1/22/2013,2/3/2013,2/12/2013,2/12/2013,2/13/2013,0
1020129,101007,210008,401049,4198009,2380274,8/7/2013,8/11/2013,8/30/2013,9/5/2013,9/5/2013,0
1020369,101073,230734,401020,4199010,2380840,11/21/2014,11/29/2014,12/9/2014,12/9/2014,12/9/2014,0
1020612,101085,230813,401044,4200008,2381412,5/28/2013,6/17/2013,7/12/2013,7/12/2013,7/16/2013,0.15
1020855,101034,230644,401032,4201005,2381977,8/30/2013,9/21/2013,10/9/2013,10/9/2013,10/9/2013,0
1021106,101125,210155,401052,4202004,2382538,4/28/2013,5/24/2013,6/2/2013,6/2/2013,6/3/2013,0
1021582,101037,210044,401007,4204002,2383675,12/24/2013,1/6/2014,2/8/2014,2/8/2014,2/8/2014,0
1021818,101085,230764,401044,4205005,2384244,6/3/2013,6/8/2013,6/15/2013,6/15/2013,6/15/2013,0
1022067,101002,220280,401036,4206007,2384813,2/15/2013,2/22/2013,3/8/2013,3/8/2013,3/8/2013,0
1022560,101149,210191,401016,4208003,2385948,8/20/2013,9/4/2013,10/16/2013,10/16/2013,10/16/2013,0
1022788,101031,230556,401035,4209009,2386511,10/11/2013,10/19/2013,11/17/2013,11/17/2013,11/17/2013,0
1023044,101031,230576,401035,4210001,2387079,3/9/2013,4/2/2013,4/17/2013,4/17/2013,4/17/2013,0
1023275,101069,230700,401023,4211010,2387647,6/6/2013,6/27/2013,7/1/2013,7/1/2013,7/1/2013,0
